"client_id";"last_purchase_date";"recency_days";"frequency";"monetary";"r_score";"f_score";"m_score";"rfm_code";"segment"
"2000200196549";2022-05-01;40;38;42616;4;5;5;"455";Champions
"2000200206767";2022-04-23;48;23;36151;4;5;5;"455";Champions
"2000200168690";2022-04-28;43;15;31938;4;5;5;"455";Champions
"2000200181880";2022-05-10;31;32;31422;4;5;5;"455";Champions
"2000200176220";2022-05-11;30;40;29278;4;5;5;"455";Champions
"2000200226871";2022-04-21;50;6;29255;4;5;5;"455";Champions
"2000200186830";2022-05-04;37;10;23721;4;5;5;"455";Champions
"2000200196075";2022-05-14;27;21;23492;4;5;5;"455";Champions
"2000200189381";2022-05-14;27;18;23309;4;5;5;"455";Champions
"2000200217442";2022-05-09;32;15;22497;4;5;5;"455";Champions
"2000200204565";2022-05-04;37;13;21745;4;5;5;"455";Champions
"2000200182061";2022-05-15;26;35;21624;4;5;5;"455";Champions
"2000200193982";2022-04-18;53;15;21039;4;5;5;"455";Champions
"2000200150701";2022-04-22;49;6;20516;4;5;5;"455";Champions
"2000200203322";2022-04-28;43;13;19745;4;5;5;"455";Champions
"2000200202905";2022-04-14;57;14;19174;4;5;5;"455";Champions
"2000200152101";2022-04-21;50;15;19146;4;5;5;"455";Champions
"2000200221326";2022-04-27;44;7;19075;4;5;5;"455";Champions
"2000200175247";2022-05-18;23;23;18721;4;5;5;"455";Champions
"2000200193098";2022-05-03;38;14;18530;4;5;5;"455";Champions
"2000200192169";2022-04-21;50;12;18503;4;5;5;"455";Champions
"2000200151999";2022-04-14;57;13;18502;4;5;5;"455";Champions
"2000200186427";2022-05-12;29;22;18347;4;5;5;"455";Champions
"2000200186687";2022-04-30;41;8;17988;4;5;5;"455";Champions
"2000200188858";2022-05-13;28;22;17956;4;5;5;"455";Champions
"2000200207320";2022-04-22;49;20;17675;4;5;5;"455";Champions
"2000200173489";2022-04-26;45;19;17542;4;5;5;"455";Champions
"2000200170273";2022-05-04;37;15;17491;4;5;5;"455";Champions
"2000200184102";2022-04-29;42;12;17054;4;5;5;"455";Champions
"2000200170280";2022-05-07;34;21;16909;4;5;5;"455";Champions
"2000200175520";2022-04-30;41;11;16795;4;5;5;"455";Champions
"2000200189824";2022-04-20;51;11;16650;4;5;5;"455";Champions
"2000200170617";2022-05-14;27;18;16582;4;5;5;"455";Champions
"2000200183679";2022-04-11;60;21;15818;4;5;5;"455";Champions
"2000200187493";2022-05-18;23;11;15775;4;5;5;"455";Champions
"2000200156284";2022-05-18;23;22;15721;4;5;5;"455";Champions
"2000200170730";2022-04-27;44;12;15564;4;5;5;"455";Champions
"2000200231400";2022-05-09;32;7;15220;4;5;5;"455";Champions
"2000200220336";2022-04-30;41;8;15138;4;5;5;"455";Champions
"2000200181408";2022-05-17;24;9;14804;4;5;5;"455";Champions
"2000200174653";2022-05-09;32;11;14701;4;5;5;"455";Champions
"2000200199472";2022-04-20;51;15;14212;4;5;5;"455";Champions
"2000200169178";2022-04-16;55;5;14015;4;5;5;"455";Champions
"2000200182511";2022-04-27;44;5;13805;4;5;5;"455";Champions
"2000200208228";2022-05-18;23;12;13702;4;5;5;"455";Champions
"2000200186410";2022-05-17;24;19;13628;4;5;5;"455";Champions
"2000200173342";2022-05-01;40;15;13563;4;5;5;"455";Champions
"2000200197805";2022-04-22;49;21;13474;4;5;5;"455";Champions
"2000200174516";2022-04-15;56;12;13435;4;5;5;"455";Champions
"2000200150428";2022-05-04;37;7;13419;4;5;5;"455";Champions
"2000200184911";2022-05-10;31;15;12564;4;5;5;"455";Champions
"2000200209379";2022-04-19;52;13;12244;4;5;5;"455";Champions
"2000200174127";2022-05-13;28;15;11937;4;5;5;"455";Champions
"2000200176091";2022-05-05;36;17;11919;4;5;5;"455";Champions
"2000200170570";2022-05-15;26;12;11862;4;5;5;"455";Champions
"2000200199632";2022-05-18;23;9;11657;4;5;5;"455";Champions
"2000200198789";2022-04-17;54;18;11558;4;5;5;"455";Champions
"2000200179528";2022-05-13;28;5;11439;4;5;5;"455";Champions
"2000200172802";2022-05-11;30;18;11374;4;5;5;"455";Champions
"2000200204756";2022-04-27;44;9;11319;4;5;5;"455";Champions
"2000200166962";2022-05-06;35;5;11265;4;5;5;"455";Champions
"2000200206484";2022-04-28;43;7;10980;4;5;5;"455";Champions
"2000200202738";2022-05-18;23;9;10973;4;5;5;"455";Champions
"2000200150367";2022-05-10;31;16;10972;4;5;5;"455";Champions
"2000200195931";2022-04-19;52;7;10958;4;5;5;"455";Champions
"2000200219880";2022-05-10;31;9;10932;4;5;5;"455";Champions
"2000200152378";2022-05-15;26;7;10903;4;5;5;"455";Champions
"2000200158257";2022-05-18;23;11;10808;4;5;5;"455";Champions
"2000200188568";2022-05-14;27;11;10417;4;5;5;"455";Champions
"2000200160441";2022-05-15;26;15;10409;4;5;5;"455";Champions
"2000200177784";2022-05-16;25;13;10323;4;5;5;"455";Champions
"2000200183068";2022-04-30;41;19;10247;4;5;5;"455";Champions
"2000200197300";2022-05-05;36;10;10246;4;5;5;"455";Champions
"2000200188674";2022-04-19;52;13;10238;4;5;5;"455";Champions
"2000200196266";2022-04-22;49;11;10152;4;5;5;"455";Champions
"2000200226727";2022-04-28;43;9;10062;4;5;5;"455";Champions
"2000200200543";2022-04-24;47;15;10044;4;5;5;"455";Champions
"2000200213604";2022-05-13;28;12;10016;4;5;5;"455";Champions
"2000200203513";2022-05-11;30;14;9955;4;5;5;"455";Champions
"2000200161653";2022-04-22;49;6;9935;4;5;5;"455";Champions
"2000200228301";2022-04-23;48;7;9913;4;5;5;"455";Champions
"2000200187387";2022-05-07;34;9;9900;4;5;5;"455";Champions
"2000200188834";2022-05-17;24;16;9860;4;5;5;"455";Champions
"2000200221470";2022-04-14;57;7;9815;4;5;5;"455";Champions
"2000200177449";2022-04-22;49;10;9482;4;5;5;"455";Champions
"2000200208716";2022-05-08;33;12;9423;4;5;5;"455";Champions
"2000200200901";2022-05-13;28;7;9299;4;5;5;"455";Champions
"2000200157038";2022-04-23;48;5;9292;4;5;5;"455";Champions
"2000200172178";2022-04-14;57;18;9266;4;5;5;"455";Champions
"2000200185239";2022-05-02;39;18;9247;4;5;5;"455";Champions
"2000200218005";2022-05-11;30;10;9203;4;5;5;"455";Champions
"2000200213147";2022-05-15;26;10;9195;4;5;5;"455";Champions
"2000200182740";2022-05-01;40;16;9129;4;5;5;"455";Champions
"2000200176770";2022-04-24;47;14;9033;4;5;5;"455";Champions
"2000200209331";2022-04-09;62;6;8980;4;5;5;"455";Champions
"2000200155324";2022-05-11;30;8;8971;4;5;5;"455";Champions
"2000200221395";2022-05-16;25;7;8926;4;5;5;"455";Champions
"2000200160809";2022-05-14;27;12;8808;4;5;5;"455";Champions
"2000200199717";2022-05-18;23;11;8719;4;5;5;"455";Champions
"2000200155393";2022-04-12;59;7;8701;4;5;5;"455";Champions
"2000200185697";2022-04-13;58;9;8632;4;5;5;"455";Champions
"2000200201472";2022-05-02;39;11;8595;4;5;5;"455";Champions
"2000200155904";2022-05-08;33;7;8587;4;5;5;"455";Champions
"2000200173120";2022-04-19;52;11;8536;4;5;5;"455";Champions
"2000200193517";2022-04-09;62;9;8430;4;5;5;"455";Champions
"2000200210818";2022-04-22;49;12;8416;4;5;5;"455";Champions
"2000200173397";2022-05-17;24;15;8303;4;5;5;"455";Champions
"2000200200291";2022-04-24;47;12;8284;4;5;5;"455";Champions
"2000200198321";2022-05-15;26;11;8256;4;5;5;"455";Champions
"2000200192299";2022-04-12;59;9;8203;4;5;5;"455";Champions
"2000200154297";2022-05-10;31;7;8105;4;5;5;"455";Champions
"2000200193289";2022-05-04;37;13;8089;4;5;5;"455";Champions
"2000200234487";2022-04-13;58;9;8052;4;5;5;"455";Champions
"2000200223658";2022-05-18;23;5;8038;4;5;5;"455";Champions
"2000200154211";2022-05-07;34;16;8017;4;5;5;"455";Champions
"2000200186304";2022-05-17;24;8;7946;4;5;5;"455";Champions
"2000200201373";2022-04-15;56;9;7932;4;5;5;"455";Champions
"2000200183228";2022-04-20;51;14;7919;4;5;5;"455";Champions
"2000200174035";2022-05-10;31;9;7894;4;5;5;"455";Champions
"2000200195054";2022-05-19;22;9;7836;4;5;5;"455";Champions
"2000200165699";2022-05-15;26;13;7827;4;5;5;"455";Champions
"2000200185161";2022-04-20;51;15;7753;4;5;5;"455";Champions
"2000200183044";2022-05-14;27;21;7750;4;5;5;"455";Champions
"2000200219989";2022-05-16;25;11;7732;4;5;5;"455";Champions
"2000200163848";2022-05-17;24;16;7507;4;5;5;"455";Champions
"2000200232780";2022-05-09;32;5;7475;4;5;5;"455";Champions
"2000200153993";2022-05-02;39;10;7420;4;5;5;"455";Champions
"2000200161912";2022-04-14;57;6;7414;4;5;5;"455";Champions
"2000200192145";2022-05-01;40;9;7281;4;5;5;"455";Champions
"2000200157359";2022-04-15;56;5;7261;4;5;5;"455";Champions
"2000200192176";2022-05-07;34;9;7217;4;5;5;"455";Champions
"2000200207832";2022-05-18;23;7;7164;4;5;5;"455";Champions
"2000200190028";2022-04-21;50;11;7053;4;5;5;"455";Champions
"2000200176947";2022-04-15;56;10;7033;4;5;5;"455";Champions
"2000200229377";2022-05-09;32;9;7022;4;5;5;"455";Champions
"2000200158370";2022-04-12;59;6;6993;4;5;5;"455";Champions
"2000200206330";2022-05-02;39;12;6945;4;5;5;"455";Champions
"2000200196808";2022-05-03;38;7;6934;4;5;5;"455";Champions
"2000200160892";2022-05-14;27;6;6904;4;5;5;"455";Champions
"2000200192688";2022-05-06;35;23;6900;4;5;5;"455";Champions
"2000200176633";2022-05-16;25;8;6895;4;5;5;"455";Champions
"2000200164746";2022-05-12;29;7;6790;4;5;5;"455";Champions
"2000200229759";2022-05-16;25;5;6737;4;5;5;"455";Champions
"2000200231868";2022-04-18;53;6;6634;4;5;5;"455";Champions
"2000200219934";2022-04-21;50;6;6579;4;5;5;"455";Champions
"2000200161776";2022-05-14;27;18;6577;4;5;5;"455";Champions
"2000200221517";2022-05-13;28;5;6568;4;5;5;"455";Champions
"2000200151029";2022-05-06;35;6;6522;4;5;5;"455";Champions
"2000200204220";2022-04-16;55;6;6484;4;5;5;"455";Champions
"2000200172529";2022-05-06;35;5;6450;4;5;5;"455";Champions
"2000200171294";2022-05-09;32;8;6390;4;5;5;"455";Champions
"2000200217947";2022-04-22;49;22;6373;4;5;5;"455";Champions
"2000200167693";2022-04-30;41;10;6352;4;5;5;"455";Champions
"2000200187806";2022-05-04;37;9;6312;4;5;5;"455";Champions
"2000200175551";2022-05-18;23;13;6287;4;5;5;"455";Champions
"2000200156277";2022-04-17;54;13;6187;4;5;5;"455";Champions
"2000200204985";2022-05-19;22;12;6137;4;5;5;"455";Champions
"2000200187134";2022-05-05;36;7;6002;4;5;5;"455";Champions
"2000200189657";2022-04-22;49;14;6000;4;5;5;"455";Champions
"2000200203568";2022-04-18;53;7;5941;4;5;5;"455";Champions
"2000200151883";2022-04-12;59;5;5921;4;5;5;"455";Champions
"2000200195108";2022-04-30;41;8;5921;4;5;5;"455";Champions
"2000200222262";2022-04-30;41;10;5903;4;5;5;"455";Champions
"2000200209478";2022-05-10;31;5;5896;4;5;5;"455";Champions
"2000200176749";2022-05-10;31;10;5863;4;5;5;"455";Champions
"2000200207771";2022-05-07;34;5;5830;4;5;5;"455";Champions
"2000200169925";2022-04-24;47;5;5814;4;5;5;"455";Champions
"2000200196488";2022-05-14;27;5;5788;4;5;5;"455";Champions
"2000200229896";2022-05-02;39;10;5766;4;5;5;"455";Champions
"2000200173793";2022-05-08;33;6;5717;4;5;5;"455";Champions
"2000200183020";2022-04-30;41;6;5687;4;5;5;"455";Champions
"2000200170228";2022-04-22;49;5;5682;4;5;5;"455";Champions
"2000200194378";2022-04-15;56;5;5682;4;5;5;"455";Champions
"2000200197867";2022-05-11;30;13;5660;4;5;5;"455";Champions
"2000200224563";2022-04-17;54;6;5615;4;5;5;"455";Champions
"2000200160687";2022-05-04;37;6;5587;4;5;5;"455";Champions
"2000200192152";2022-05-14;27;7;5556;4;5;5;"455";Champions
"2000200193609";2022-05-10;31;7;5523;4;5;5;"455";Champions
"2000200239772";2022-05-09;32;8;5496;4;5;5;"455";Champions
"2000200224136";2022-05-09;32;7;5399;4;5;5;"455";Champions
"2000200197041";2022-04-20;51;6;5398;4;5;5;"455";Champions
"2000200229056";2022-04-24;47;5;5380;4;5;5;"455";Champions
"2000200228479";2022-05-08;33;11;5368;4;5;5;"455";Champions
"2000200177623";2022-05-10;31;7;5349;4;5;5;"455";Champions
"2000200224549";2022-05-13;28;6;5347;4;5;5;"455";Champions
"2000200212027";2022-04-30;41;6;5328;4;5;5;"455";Champions
"2000200180661";2022-05-16;25;10;5292;4;5;5;"455";Champions
"2000200196396";2022-05-16;25;7;5276;4;5;5;"455";Champions
"2000200156437";2022-05-18;23;6;5273;4;5;5;"455";Champions
"2000200193142";2022-05-04;37;11;5259;4;5;5;"455";Champions
"2000200222644";2022-04-26;45;5;5225;4;5;5;"455";Champions
"2000200184997";2022-05-19;22;5;5178;4;5;5;"455";Champions
"2000200204206";2022-05-16;25;6;5176;4;5;5;"455";Champions
"2000200159308";2022-05-13;28;9;5120;4;5;5;"455";Champions
"2000200213420";2022-04-29;42;9;5095;4;5;5;"455";Champions
"2000200230816";2022-05-12;29;7;5084;4;5;5;"455";Champions
"2000200230045";2022-05-01;40;5;5073;4;5;5;"455";Champions
"2000200214533";2022-05-04;37;5;5031;4;5;5;"455";Champions
"2000200196952";2022-05-11;30;5;5025;4;5;5;"455";Champions
"2000200174868";2022-05-02;39;5;5024;4;5;5;"455";Champions
"2000200169666";2022-05-02;39;6;4989;4;5;5;"455";Champions
"2000200185598";2022-05-07;34;7;4982;4;5;5;"455";Champions
"2000200154631";2022-05-13;28;20;4947;4;5;5;"455";Champions
"2000200164593";2022-04-21;50;10;4867;4;5;5;"455";Champions
"2000200202271";2022-05-03;38;5;4864;4;5;5;"455";Champions
"2000200184805";2022-05-14;27;8;4843;4;5;5;"455";Champions
"2000200165583";2022-05-14;27;9;4788;4;5;5;"455";Champions
"2000200191735";2022-05-13;28;10;4781;4;5;5;"455";Champions
"2000200228400";2022-04-14;57;5;4772;4;5;5;"455";Champions
"2000200228356";2022-05-16;25;7;4768;4;5;5;"455";Champions
"2000200219927";2022-04-12;59;6;4766;4;5;5;"455";Champions
"2000200194255";2022-05-11;30;6;4747;4;5;5;"455";Champions
"2000200185185";2022-04-16;55;10;4743;4;5;5;"455";Champions
"2000200195597";2022-05-14;27;7;4711;4;5;5;"455";Champions
"2000200249627";2022-05-14;27;9;4710;4;5;5;"455";Champions
"2000200223726";2022-05-16;25;7;4688;4;5;5;"455";Champions
"2000200224426";2022-04-16;55;6;4653;4;5;5;"455";Champions
"2000200208235";2022-05-16;25;7;4537;4;5;5;"455";Champions
"2000200193432";2022-05-14;27;9;4537;4;5;5;"455";Champions
"2000200219958";2022-05-15;26;5;4512;4;5;5;"455";Champions
"2000200152736";2022-04-15;56;7;4482;4;5;5;"455";Champions
"2000200241010";2022-05-16;25;5;4478;4;5;5;"455";Champions
"2000200226260";2022-05-13;28;6;4463;4;5;5;"455";Champions
"2000200239796";2022-05-10;31;5;4438;4;5;5;"455";Champions
"2000200170532";2022-05-04;37;6;4433;4;5;5;"455";Champions
"2000200205890";2022-04-16;55;6;4409;4;5;5;"455";Champions
"2000200215097";2022-05-08;33;7;4396;4;5;5;"455";Champions
"2000200155720";2022-05-07;34;7;4385;4;5;5;"455";Champions
"2000200200574";2022-05-08;33;6;4376;4;5;5;"455";Champions
"2000200151555";2022-05-01;40;5;4315;4;5;5;"455";Champions
"2000200224778";2022-04-19;52;9;4306;4;5;5;"455";Champions
"2000200168447";2022-05-09;32;5;4297;4;5;5;"455";Champions
"2000200197508";2022-05-15;26;5;4274;4;5;5;"455";Champions
"2000200194071";2022-05-15;26;19;4262;4;5;5;"455";Champions
"2000200180227";2022-04-29;42;8;4255;4;5;5;"455";Champions
"2000200182993";2022-05-09;32;5;4236;4;5;5;"455";Champions
"2000200180715";2022-05-10;31;5;4191;4;5;5;"455";Champions
"2000200177661";2022-04-25;46;5;4185;4;5;5;"455";Champions
"2000200165330";2022-04-15;56;6;4125;4;5;5;"455";Champions
"2000200183396";2022-04-22;49;6;4027;4;5;4;"454";Champions
"2000200185826";2022-05-08;33;5;4015;4;5;4;"454";Champions
"2000200193135";2022-04-20;51;7;3966;4;5;4;"454";Champions
"2000200202011";2022-04-23;48;5;3940;4;5;4;"454";Champions
"2000200225546";2022-05-17;24;6;3926;4;5;4;"454";Champions
"2000200225355";2022-05-09;32;7;3915;4;5;4;"454";Champions
"2000200153047";2022-04-26;45;7;3886;4;5;4;"454";Champions
"2000200213130";2022-05-15;26;6;3872;4;5;4;"454";Champions
"2000200240556";2022-05-04;37;5;3818;4;5;4;"454";Champions
"2000200186175";2022-04-19;52;7;3804;4;5;4;"454";Champions
"2000200234494";2022-05-18;23;6;3797;4;5;4;"454";Champions
"2000200216063";2022-04-20;51;5;3791;4;5;4;"454";Champions
"2000200206804";2022-04-30;41;8;3780;4;5;4;"454";Champions
"2000200150381";2022-05-01;40;8;3775;4;5;4;"454";Champions
"2000200200154";2022-05-16;25;8;3742;4;5;4;"454";Champions
"2000200158394";2022-05-03;38;5;3686;4;5;4;"454";Champions
"2000200179856";2022-04-15;56;5;3673;4;5;4;"454";Champions
"2000200243052";2022-05-14;27;5;3668;4;5;4;"454";Champions
"2000200217725";2022-04-19;52;9;3652;4;5;4;"454";Champions
"2000200196877";2022-04-16;55;7;3648;4;5;4;"454";Champions
"2000200175209";2022-05-07;34;5;3643;4;5;4;"454";Champions
"2000200195443";2022-04-16;55;13;3641;4;5;4;"454";Champions
"2000200183860";2022-05-10;31;7;3574;4;5;4;"454";Champions
"2000200195092";2022-04-27;44;6;3558;4;5;4;"454";Champions
"2000200170679";2022-04-24;47;9;3546;4;5;4;"454";Champions
"2000200198567";2022-05-17;24;8;3508;4;5;4;"454";Champions
"2000200179283";2022-04-12;59;5;3456;4;5;4;"454";Champions
"2000200191254";2022-04-19;52;8;3430;4;5;4;"454";Champions
"2000200207092";2022-05-18;23;6;3410;4;5;4;"454";Champions
"2000200172093";2022-05-12;29;6;3393;4;5;4;"454";Champions
"2000200195146";2022-05-03;38;7;3353;4;5;4;"454";Champions
"2000200185307";2022-05-06;35;5;3327;4;5;4;"454";Champions
"2000200192114";2022-04-25;46;10;3321;4;5;4;"454";Champions
"2000200173847";2022-05-14;27;8;3267;4;5;4;"454";Champions
"2000200212904";2022-04-23;48;6;3231;4;5;4;"454";Champions
"2000200160557";2022-05-05;36;8;3211;4;5;4;"454";Champions
"2000200197331";2022-05-17;24;6;3208;4;5;4;"454";Champions
"2000200198611";2022-05-09;32;5;3150;4;5;4;"454";Champions
"2000200175476";2022-05-13;28;10;3053;4;5;4;"454";Champions
"2000200157465";2022-04-16;55;8;3005;4;5;4;"454";Champions
"2000200225737";2022-04-14;57;5;2941;4;5;4;"454";Champions
"2000200202363";2022-04-25;46;7;2919;4;5;4;"454";Champions
"2000200176817";2022-04-22;49;5;2901;4;5;4;"454";Champions
"2000200207740";2022-05-13;28;5;2897;4;5;4;"454";Champions
"2000200216674";2022-04-26;45;5;2878;4;5;4;"454";Champions
"2000200163862";2022-05-16;25;7;2858;4;5;4;"454";Champions
"2000200150787";2022-05-07;34;5;2820;4;5;4;"454";Champions
"2000200197720";2022-05-11;30;5;2794;4;5;4;"454";Champions
"2000200227571";2022-04-11;60;6;2751;4;5;4;"454";Champions
"2000200218524";2022-05-07;34;5;2731;4;5;4;"454";Champions
"2000200212775";2022-05-07;34;9;2708;4;5;4;"454";Champions
"2000200223221";2022-04-28;43;5;2680;4;5;4;"454";Champions
"2000200211358";2022-04-17;54;6;2513;4;5;4;"454";Champions
"2000200197881";2022-05-18;23;5;2500;4;5;4;"454";Champions
"2000200170839";2022-05-03;38;6;2472;4;5;4;"454";Champions
"2000200210108";2022-04-12;59;7;2470;4;5;4;"454";Champions
"2000200184713";2022-04-28;43;6;2462;4;5;4;"454";Champions
"2000200158462";2022-05-02;39;5;2426;4;5;4;"454";Champions
"2000200164999";2022-04-18;53;6;2406;4;5;4;"454";Champions
"2000200209003";2022-05-03;38;6;2386;4;5;4;"454";Champions
"2000200213918";2022-05-10;31;7;2347;4;5;4;"454";Champions
"2000200227533";2022-04-14;57;5;2333;4;5;4;"454";Champions
"2000200232360";2022-05-01;40;5;2283;4;5;4;"454";Champions
"2000200212041";2022-04-15;56;8;2279;4;5;4;"454";Champions
"2000200185574";2022-04-12;59;6;2277;4;5;4;"454";Champions
"2000200215745";2022-04-26;45;8;2266;4;5;4;"454";Champions
"2000200158653";2022-04-23;48;6;2214;4;5;4;"454";Champions
"2000200186540";2022-05-05;36;10;2183;4;5;4;"454";Champions
"2000200167884";2022-04-14;57;11;2136;4;5;4;"454";Champions
"2000200222453";2022-04-10;61;6;2103;4;5;4;"454";Champions
"2000200157564";2022-04-15;56;15;2076;4;5;4;"454";Champions
"2000200203360";2022-05-06;35;5;2059;4;5;4;"454";Champions
"2000200222675";2022-05-18;23;8;1615;4;5;3;"453";Loyal Customers
"2000200232919";2022-05-10;31;5;1574;4;5;3;"453";Loyal Customers
"2000200167594";2022-04-14;57;8;1531;4;5;3;"453";Loyal Customers
"2000200172079";2022-04-09;62;6;1531;4;5;3;"453";Loyal Customers
"2000200163350";2022-04-22;49;8;1513;4;5;3;"453";Loyal Customers
"2000200158813";2022-04-24;47;7;1490;4;5;3;"453";Loyal Customers
"2000200188476";2022-04-27;44;6;1282;4;5;3;"453";Loyal Customers
"2000200191261";2022-04-09;62;7;1271;4;5;3;"453";Loyal Customers
"2000200211549";2022-05-03;38;5;1231;4;5;3;"453";Loyal Customers
"2000200229865";2022-04-18;53;6;1093;4;5;2;"452";Needs Attention
"2000200157946";2022-05-11;30;5;1018;4;5;2;"452";Needs Attention
"2000200198369";2022-04-12;59;8;888;4;5;2;"452";Needs Attention
"2000200235804";2022-05-01;40;4;31169;4;4;5;"445";Champions
"2000200196662";2022-04-28;43;3;12723;4;4;5;"445";Champions
"2000200233725";2022-04-24;47;3;10294;4;4;5;"445";Champions
"2000200156772";2022-04-20;51;3;9435;4;4;5;"445";Champions
"2000200185178";2022-05-03;38;4;8802;4;4;5;"445";Champions
"2000200198826";2022-04-13;58;2;8680;4;4;5;"445";Champions
"2000200210467";2022-05-15;26;3;8237;4;4;5;"445";Champions
"2000200156673";2022-05-16;25;4;8100;4;4;5;"445";Champions
"2000200182764";2022-05-14;27;3;7425;4;4;5;"445";Champions
"2000200215479";2022-05-07;34;4;7345;4;4;5;"445";Champions
"2000200240099";2022-04-30;41;3;7129;4;4;5;"445";Champions
"2000200170655";2022-05-04;37;3;6868;4;4;5;"445";Champions
"2000200216438";2022-04-19;52;3;6617;4;4;5;"445";Champions
"2000200243151";2022-04-26;45;3;6447;4;4;5;"445";Champions
"2000200177715";2022-04-20;51;3;6319;4;4;5;"445";Champions
"2000200230953";2022-04-14;57;3;6233;4;4;5;"445";Champions
"2000200161578";2022-05-13;28;3;6226;4;4;5;"445";Champions
"2000200237426";2022-05-14;27;2;6060;4;4;5;"445";Champions
"2000200205982";2022-04-18;53;2;5903;4;4;5;"445";Champions
"2000200186342";2022-05-04;37;4;5875;4;4;5;"445";Champions
"2000200192398";2022-05-17;24;2;5872;4;4;5;"445";Champions
"2000200219750";2022-05-03;38;2;5723;4;4;5;"445";Champions
"2000200181545";2022-05-03;38;4;5663;4;4;5;"445";Champions
"2000200242673";2022-04-15;56;2;5635;4;4;5;"445";Champions
"2000200184195";2022-05-18;23;4;5600;4;4;5;"445";Champions
"2000200186120";2022-04-12;59;4;5571;4;4;5;"445";Champions
"2000200225713";2022-05-10;31;3;5559;4;4;5;"445";Champions
"2000200232032";2022-04-21;50;2;5531;4;4;5;"445";Champions
"2000200173731";2022-04-15;56;2;5509;4;4;5;"445";Champions
"2000200243120";2022-04-18;53;3;5424;4;4;5;"445";Champions
"2000200231097";2022-05-14;27;3;5409;4;4;5;"445";Champions
"2000200210023";2022-04-29;42;2;5284;4;4;5;"445";Champions
"2000200238317";2022-05-07;34;2;5269;4;4;5;"445";Champions
"2000200213673";2022-05-11;30;3;5251;4;4;5;"445";Champions
"2000200225478";2022-04-17;54;3;5222;4;4;5;"445";Champions
"2000200176107";2022-04-10;61;4;5181;4;4;5;"445";Champions
"2000200216988";2022-04-14;57;2;5101;4;4;5;"445";Champions
"2000200197249";2022-04-15;56;3;5076;4;4;5;"445";Champions
"2000200216803";2022-04-18;53;4;5034;4;4;5;"445";Champions
"2000200211235";2022-04-26;45;3;5015;4;4;5;"445";Champions
"2000200248132";2022-04-19;52;4;4986;4;4;5;"445";Champions
"2000200212577";2022-04-25;46;2;4974;4;4;5;"445";Champions
"2000200175865";2022-05-16;25;3;4963;4;4;5;"445";Champions
"2000200197478";2022-05-14;27;4;4842;4;4;5;"445";Champions
"2000200177180";2022-04-25;46;4;4787;4;4;5;"445";Champions
"2000200228943";2022-05-11;30;4;4667;4;4;5;"445";Champions
"2000200210917";2022-05-14;27;3;4630;4;4;5;"445";Champions
"2000200230274";2022-04-21;50;3;4627;4;4;5;"445";Champions
"2000200189459";2022-05-13;28;4;4612;4;4;5;"445";Champions
"2000200214083";2022-04-24;47;4;4604;4;4;5;"445";Champions
"2000200237235";2022-05-05;36;2;4604;4;4;5;"445";Champions
"2000200229353";2022-05-07;34;2;4571;4;4;5;"445";Champions
"2000200191087";2022-05-07;34;4;4564;4;4;5;"445";Champions
"2000200207559";2022-04-14;57;4;4559;4;4;5;"445";Champions
"2000200185147";2022-05-17;24;4;4460;4;4;5;"445";Champions
"2000200220244";2022-05-07;34;2;4393;4;4;5;"445";Champions
"2000200242734";2022-04-23;48;2;4355;4;4;5;"445";Champions
"2000200214663";2022-04-23;48;2;4336;4;4;5;"445";Champions
"2000200225249";2022-04-25;46;4;4331;4;4;5;"445";Champions
"2000200199007";2022-05-12;29;4;4271;4;4;5;"445";Champions
"2000200161967";2022-04-23;48;2;4267;4;4;5;"445";Champions
"2000200198970";2022-05-13;28;4;4162;4;4;5;"445";Champions
"2000200209973";2022-05-13;28;3;4157;4;4;5;"445";Champions
"2000200225904";2022-05-11;30;5;4155;4;4;5;"445";Champions
"2000200210856";2022-05-11;30;4;4151;4;4;5;"445";Champions
"2000200205531";2022-04-16;55;4;4010;4;4;4;"444";Champions
"2000200248552";2022-05-03;38;4;3978;4;4;4;"444";Champions
"2000200163053";2022-04-26;45;4;3895;4;4;4;"444";Champions
"2000200208587";2022-05-18;23;4;3893;4;4;4;"444";Champions
"2000200161486";2022-05-15;26;3;3870;4;4;4;"444";Champions
"2000200239420";2022-04-23;48;3;3868;4;4;4;"444";Champions
"2000200238133";2022-05-17;24;2;3867;4;4;4;"444";Champions
"2000200231431";2022-04-28;43;2;3801;4;4;4;"444";Champions
"2000200226086";2022-05-13;28;3;3763;4;4;4;"444";Champions
"2000200210115";2022-04-12;59;4;3747;4;4;4;"444";Champions
"2000200241683";2022-05-17;24;4;3738;4;4;4;"444";Champions
"2000200221494";2022-05-14;27;4;3728;4;4;4;"444";Champions
"2000200239697";2022-04-26;45;3;3639;4;4;4;"444";Champions
"2000200226864";2022-04-22;49;3;3633;4;4;4;"444";Champions
"2000200240778";2022-05-08;33;4;3587;4;4;4;"444";Champions
"2000200248309";2022-05-16;25;3;3583;4;4;4;"444";Champions
"2000200165095";2022-04-30;41;2;3571;4;4;4;"444";Champions
"2000200215660";2022-04-18;53;2;3555;4;4;4;"444";Champions
"2000200211402";2022-05-16;25;4;3514;4;4;4;"444";Champions
"2000200246466";2022-04-12;59;3;3502;4;4;4;"444";Champions
